Année scolaire;Code région;Code région Insee;Libellé région académique;Code académie;Libellé académie;Code département;Libellé département;Code commune Insee;Libellé commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;Latitude et longitude WGS84
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59220;FACHES THUMESNIL;0593476H;COLLEGE JEAN MERMOZ;public;112.8;37.4;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.59610598148052, 3.0720398652486036
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59122;CAMBRAI;0593488W;COLLEGE LAMARTINE;public;88.5;32.8;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.158508690819055, 3.263580630801944
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59155;COUDEKERQUE BRANCHE;0593494C;COLLEGE BORIS VIAN;public;90.3;27.9;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;51.01693601648694, 2.3900903125484936
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59183;DUNKERQUE;0593664M;COLLEGE LUCIE AUBRAC;public;76.1;23.5;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;51.02151982236385, 2.3566876381128563
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59508;RONCQ;0593668S;COLLEGE PAUL ELUARD;public;100.7;32.1;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.74973221349122, 3.1268566285505814
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59632;WALLERS;0593678C;COLLEGE JEAN MOULIN;public;89.0;31.3;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.37400098091182, 3.3984184071598618
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0594288R;COLLEGE LOUISE MICHEL;public;69.1;20.7;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.60615198731221, 3.0462601560354328
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59452;OSTRICOURT;0594290T;COLLEGE HENRI MATISSE;public;83.4;27.2;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.457575681553536, 3.026609554977936
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0594291U;COLLEGE MOLIERE;public;120.2;39.7;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.65812261218345, 3.146320362761172
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59512;ROUBAIX;0594389A;COLLEGE ANNE FRANK;public;64.5;17.7;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.6940448027289, 3.1758006508446877
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59017;ARMENTIERES;0594397J;COLLEGE JEAN ROSTAND;public;80.1;27.3;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.68779925676303, 2.866820491853828
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59271;GRANDE SYNTHE;0594398K;COLLEGE ANNE FRANK;public;83.7;26.7;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;51.01181210067035, 2.284900276405925
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59574;SOMAIN;0594405T;COLLEGE VICTOR HUGO;public;84.9;29.6;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.36153891792843, 3.276190437285765
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0594523W;COLLEGE GUY MOLLET;public;102.7;32.0;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.64140987868975, 2.9903228887018427
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59457;PERENCHIES;0594628K;COLLEGE JACQUES MONOD;public;112.3;36.2;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.6696987944097, 2.97350955943881
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59466;PONT A MARCQ;0594866U;COLLEGE FRANCOISE DOLTO;public;129.7;34.2;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.519627270223545, 3.112430368530551
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59512;ROUBAIX;0595167W;COLLEGE BAUDELAIRE;public;81.7;34.0;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.67987287899336, 3.1686397575894043
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59650;WATTRELOS;0595169Y;COLLEGE EMILE ZOLA;public;78.2;21.7;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.70685190477116, 3.2315225356010413
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59178;DOUAI;0595171A;COLLEGE ALBERT CHATELET;public;107.1;41.4;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.37386901137226, 3.0855501786094375
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59122;CAMBRAI;0595175E;COLLEGE FENELON;public;100.3;35.0;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.17574317799031, 3.2292114647688024
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59035;AVESNELLES;0595176F;COLLEGE RENAUD BARRAULT;public;88.9;32.1;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.11845078112309, 3.9406493271130003
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59136;LE CATEAU CAMBRESIS;0595337F;COLLEGE JEAN ROSTAND;public;78.7;24.4;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.099125633511356, 3.5324106161619833
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59249;FOURMIES;0595390N;COLLEGE PRIVE SAINT PIERRE;privé sous contrat;93.7;32.2;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.009224390857845, 4.050339807198157
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59392;MAUBEUGE;0595399Y;COLLEGE PRIVE NOTRE DAME DE GRACE;privé sous contrat;106.6;33.7;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.276791021567234, 3.9759099873260664
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59648;WATTIGNIES;0595597N;COLLEGE VOLTAIRE;public;118.4;33.4;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.58102608017054, 3.0439605651858455
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59286;HAUBOURDIN;0596059R;COLLEGE JULES FERRY;public;102.8;36.9;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.61329692560199, 2.9917401992710855
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0596833G;COLLEGE NINA SIMONE;public;79.2;35.3;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.624217470059136, 3.0443905646572866
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59431;NIEPPE;0596988A;COLLEGE JEANNE DE CONSTANTINOPLE;public;106.4;32.2;125.1;100.9;106.1;119.9;91.7;99.5;120.0;92.8;101.7;50.69509445056544, 2.851530298837395
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60175;CREIL;0600022Y;COLLEGE GABRIEL HAVEZ;public;71.3;22.0;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.248815297865434, 2.467662873811276
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60178;CREVECOEUR LE GRAND;0600027D;COLLEGE JEHAN LE FRERON;public;98.7;30.8;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.60788381314161, 2.09561262322303
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60471;NOYON;0601158H;COLLEGE PRIVE NOTRE DAME;privé sous contrat;113.4;30.8;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.57924686563838, 3.002996306391727
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60374;MAIGNELAY MONTIGNY;0601180G;COLLEGE M ET G BLIN;public;91.7;26.9;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.551522237135956, 2.513359900097968
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60057;BEAUVAIS;0601189S;COLLEGE JULES MICHELET;public;94.4;32.6;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.43468812028149, 2.0769951645777143
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60057;BEAUVAIS;0601190T;COLLEGE CHARLES FAUQUEUX;public;74.8;21.4;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.41636219923293, 2.080820339683501
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60439;MOUY;0601293E;COLLEGE ROMAIN ROLLAND;public;98.2;28.1;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.32061213279904, 2.309089394420348
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60159;COMPIEGNE;0601295G;COLLEGE JACQUES MONOD;public;106.5;39.9;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.41339697240992, 2.83038156000026
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60104;BRETEUIL;0601406C;COLLEGE COMPERE MOREL;public;90.5;29.3;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.63502475576505, 2.2984827049918857
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60069;BETZ;0601447X;COLLEGE MARCEL PAGNOL;public;101.7;27.4;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.159951458918364, 2.947490281867122
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60057;BEAUVAIS;0601487R;COLLEGE GEORGE SAND;public;98.2;31.3;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.45063238324752, 2.085210349717758
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60141;CHANTILLY;0601606V;COLLEGE DES BOURGOGNES;public;119.9;36.9;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.20271391969206, 2.4665593665316505
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60463;NOGENT SUR OISE;0601846F;COLLEGE PRIVE MARCEL CALLO;privé sous contrat;86.8;27.3;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.27698625314432, 2.463455313236403
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60143;CHAUMONT EN VEXIN;0601882V;COLLEGE GUY DE MAUPASSANT;public;110.4;26.7;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.272949122976144, 1.890880307749534
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60088;BORNEL;0602077G;COLLEGE FRANCOISE SAGAN;public;108.6;27.9;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9;49.20120372134799, 2.214719366221565
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61001;ALENCON;0610003X;COLLEGE JEAN RACINE;public;104.7;34.4;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.42312140936205, 0.08816956207443082
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61163;LA FERRIERE AUX ETANGS;0610017M;COLLEGE CHARLES LEANDRE;public;95.6;27.5;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.665347141392616, -0.5175905561794207
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61214;L AIGLE;0610691V;COLLEGE PRIVE FOCH;privé sous contrat;111.3;30.1;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.76263947663633, 0.6300297956003031
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61168;LA FERTE MACE;0610800N;COLLEGE JACQUES BREL;public;96.8;32.4;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.586130426821384, -0.3627496029339159
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61001;ALENCON;0610918S;COLLEGE HONORE DE BALZAC;public;108.2;32.2;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.438913833809586, 0.07690446762035685
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61006;ARGENTAN;0611022E;COLLEGE JEAN ROSTAND;public;87.1;28.5;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.75392502195064, -0.00793964344586863
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61006;ARGENTAN;0611023F;COLLEGE FRANCOIS TRUFFAUT;public;91.5;32.1;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.742108808954065, -0.016470583940718663
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61063;BRIOUZE;0611024G;COLLEGE DU HOULME;public;93.9;25.4;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.70036640767341, -0.3629698312227406
2024-2025;14;28;NORMANDIE;70;NORMANDIE;61;ORNE;61464;SEES;0611095J;COLLEGE PRIVE MARIE IMMACULEE;privé sous contrat;108.8;25.6;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1;48.60772463895565, 0.16995983763587902
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62063;AVESNES LE COMTE;0620026S;COLLEGE DU VAL DU GY;public;94.9;29.4;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.27313642826175, 2.5227499843981085
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0620051U;COLLEGE ANGELLIER;public;77.0;27.9;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.7211009818125, 1.6093893504615437
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0620055Y;COLLEGE PAUL LANGEVIN;public;65.0;17.4;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.733725140619015, 1.6185600819517356
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62443;HERSIN COUPIGNY;0620097U;COLLEGE ROMAIN ROLLAND;public;92.8;29.3;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.44641614050594, 2.6433404163683143
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62559;MARQUION;0620130E;COLLEGE DES MARCHES DE L ARTOIS;public;96.2;32.5;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.20925634002819, 3.0846299930795484
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62652;PERNES;0620156H;COLLEGE DU BELLIMONT;public;98.7;29.9;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.48868559827195, 2.404010648847953
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0620165T;COLLEGE ESPLANADE;public;96.9;33.2;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.75259992362606, 2.2467630129949914
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62811;THEROUANNE;0620172A;COLLEGE FRANCOIS MITTERRAND;public;101.6;31.1;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.636627436382994, 2.252459789957055
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62895;WINGLES;0620180J;COLLEGE LEON BLUM;public;83.5;27.2;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.49557185372062, 2.8643399654717037
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62506;LICQUES;0620194Z;COLLEGE JEAN ROSTAND;public;92.4;29.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.783279107412724, 1.9449299723474234
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62186;BULLY LES MINES;0620197C;COLLEGE ANITA CONTI;public;94.3;29.9;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.43669738917831, 2.724259575121028
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0620219B;COLLEGE DANIELLE DARRAS RIAUMONT;public;76.7;23.7;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.4190876704708, 2.785595426768926
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622083C;COLLEGE JEHAN BODEL;public;114.7;38.4;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.288241617039034, 2.7694352093198478
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0622086F;COLLEGE DESCARTES MONTAIGNE;public;88.8;32.3;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.41352759147422, 2.7674199088405786
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0622090K;COLLEGE ALBERT DEBEYRE;public;93.5;33.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.51889991403288, 2.6661803974822464
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62770;SAINT VENANT;0622091L;COLLEGE GEORGES BRASSENS;public;105.7;32.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.62044913885898, 2.5366194629407954
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62014;AIRE SUR LA LYS;0622100W;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;117.2;31.2;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.63987492080987, 2.3986006385933534
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62080;BAPAUME;0622104A;COLLEGE PRIVE SAINT JEAN BAPTISTE;privé sous contrat;118.7;29.9;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.10201010102586, 2.8487198519214876
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622109F;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;109.9;31.7;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.94370747228479, 1.8527994308888607
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62364;FRUGES;0622112J;COLLEGE PRIVE SAINT BERTULPHE;privé sous contrat;100.5;29.4;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.516021687633, 2.1370106629363272
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62038;ARDRES;0622123W;COLLEGE PRIVE NOTRE DAME DE GRACE;privé sous contrat;103.8;26.5;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.852534299793454, 1.9780544837060388
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62108;BERCK;0622128B;COLLEGE PRIVE NOTRE DAME;privé sous contrat;111.2;27.1;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.40462040664378, 1.5618196929804524
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62570;MERICOURT;0622262X;COLLEGE HENRI WALLON;public;83.9;30.1;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.41020311287875, 2.877100390185131
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62083;BARLIN;0622268D;COLLEGE JEAN MOULIN;public;83.9;30.0;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.4579458797513, 2.622779628122749
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0622418S;COLLEGE JEAN ZAY;public;75.2;24.1;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.44273593059116, 2.823900494132792
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622432G;COLLEGE JEAN MACE;public;99.3;34.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.9570611204092, 1.8535390393491435
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62758;SAINT MARTIN BOULOGNE;0622434J;COLLEGE ROGER SALENGRO;public;88.4;29.9;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.727617613334296, 1.6306095845429613
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62534;LUMBRES;0622574L;COLLEGE ALBERT CAMUS;public;92.3;27.8;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.70561462940704, 2.1146998548882547
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622576N;COLLEGE VAUBAN;public;68.6;17.7;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.94828933426335, 1.8331704068499097
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0622867E;COLLEGE ANTOINE DE SAINT EXUPERY;public;92.9;30.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.50840485922295, 2.8409710420355943
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62548;MARCK;0622873L;COLLEGE BORIS VIAN;public;101.4;32.7;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.94314290988881, 1.9515199637415732
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62588;MONTREUIL SUR MER;0622951W;COLLEGE DU BRAS D OR;public;100.7;31.3;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.45543110428306, 1.7575896262443562
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62764;SAINT NICOLAS;0623014P;COLLEGE PAUL VERLAINE;public;99.0;32.9;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.3067041643579, 2.794759744288523
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62628;NOYELLES SOUS LENS;0623016S;COLLEGE PIERRE BROSSOLETTE;public;87.1;28.0;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.427765150252554, 2.8737593658479215
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0623018U;COLLEGE LOUIS PASTEUR;public;84.8;25.8;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.47531115423204, 2.9906698743988436
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62649;PAS EN ARTOIS;0623112W;COLLEGE MARGUERITE BERGER;public;92.9;27.5;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.15757036869106, 2.4881994306841806
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62048;AUCHEL;0623313P;COLLEGE LAVOISIER;public;83.3;26.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.50690421353284, 2.475710473957055
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62645;OYE PLAGE;0623759Z;COLLEGE LES ARGOUSIERS;public;97.4;30.2;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.976031340984115, 2.0423998218835915
2024-2025;09;32;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0624343J;COLLEGE PRIVE SAINT VINCENT;privé sous contrat;116.8;29.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5;50.29440608237028, 2.766420307606159
2024-2025;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63010;ARLANC;0630006P;COLLEGE JEAN AUGUSTE SENEZE;public;100.7;22.5;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6;45.416476679894174, 3.7238304781615668
2024-2025;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63048;BOURG LASTIC;0630011V;COLLEGE WILLY MABRUT;public;97.0;28.5;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6;45.647461485786785, 2.5588197396964922
2024-2025;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63080;CHAMPEIX;0630016A;COLLEGE ANTOINE GRIMOALD MONNET;public;113.3;33.3;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6;45.586948314675865, 3.1233003543689497
2024-2025;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63192;LA TOUR D AUVERGNE;0630036X;COLLEGE SANCY ARTENSE;public;101.2;26.5;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6;45.53349029119178, 2.691409888495864
2024-2025;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63281;PIONSAT;0630046H;COLLEGE NESTOR PERRET;public;99.0;28.8;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6;46.11048540695267, 2.6940405999909705
2024-2025;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63283;PONTAUMUR;0630047J;COLLEGE PIERRE GIRONNET;public;101.8;29.9;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6;45.86649280148769, 2.673189731459038
