Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2017-2018;DIJON;089;YONNE;0890734P;ECOLE ELEMENTAIRE JOUBERT;89464;VILLENEUVE SUR YONNE;public;81.8
2017-2018;DIJON;089;YONNE;0890754L;ECOLE PRIMAIRE;89384;SENAN;public;111.3
2017-2018;DIJON;089;YONNE;0890770D;ECOLE PRIMAIRE;89086;CHARNY OREE DE PUISAYE;public;95.6
2017-2018;DIJON;089;YONNE;0890796G;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;89024;AUXERRE;privé sous contrat;114.1
2017-2018;DIJON;089;YONNE;0890813A;ECOLE PRIMAIRE PRIVEE SAINTE PAULE;89387;SENS;privé sous contrat;109.0
2017-2018;DIJON;089;YONNE;0890826P;ECOLE ELEMENTAIRE JEAN BAPTISTE CHAUVEAU;89460;VILLENEUVE LA GUYARD;public;100.0
2017-2018;DIJON;089;YONNE;0890865G;ECOLE PRIMAIRE ROSOY (LES ROSEAUX);89326;ROSOY;public;102.4
2017-2018;DIJON;089;YONNE;0890883B;ECOLE ELEMENTAIRE;89461;VILLENEUVE L ARCHEVEQUE;public;91.5
2017-2018;DIJON;089;YONNE;0890908D;ECOLE ELEMENTAIRE;89167;FLEURY LA VALLEE;public;102.4
2017-2018;DIJON;089;YONNE;0890915L;ECOLE ELEMENTAIRE;89348;SAINT JULIEN DU SAULT;public;93.7
2017-2018;DIJON;089;YONNE;0890917N;ECOLE PRIMAIRE;89096;CHEMILLY SUR YONNE;public;97.8
2017-2018;DIJON;089;YONNE;0890949Y;ECOLE ELEMENTAIRE VICTOR HUGO;89025;AVALLON;public;76.3
2017-2018;DIJON;089;YONNE;0890986N;ECOLE PRIMAIRE PUBLIQUE;89169;FLOGNY LA CHAPELLE;public;91.1
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900061C;ECOLE ELEMENTAIRE;90079;PETITMAGNY;public;117.4
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900092L;ECOLE ELEMENTAIRE;90051;FROIDEFONTAINE;public;106.2
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900176C;ECOLE ELEMENTAIRE F BOLLE;90009;BEAUCOURT;public;91.9
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900179F;ECOLE ELEMENTAIRE;90012;BESSONCOURT;public;117.1
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900196Z;ECOLE PRIMAIRE;90026;CHEVREMONT;public;102.2
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900257R;ECOLE PRIMAIRE ANNE FRANK;90032;DANJOUTIN;public;102.6
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900264Y;ECOLE PRIMAIRE PRIVEE NOTRE DAME AUXILIATRICE;90032;DANJOUTIN;privé sous contrat;124.3
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900265Z;ECOLE PRIMAIRE PRIVEE SAINT MARTIN;90053;GRANDVILLARS;privé sous contrat;92.3
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900288Z;ECOLE ELEMENTAIRE;90067;MENONCOURT;public;105.8
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900356Y;ECOLE ELEMENTAIRE;90081;RECHESY;public;100.7
2017-2018;BESANCON;090;TERRITOIRE DE BELFORT;0900421U;ECOLE ELEMENTAIRE PIERRE DREYFUS SCHMIDT;90010;BELFORT;public;79.2
2017-2018;VERSAILLES;091;ESSONNE;0910068E;ECOLE ELEMENTAIRE FONTAINE SAINT LUBIN;91085;BOISSY SOUS SAINT YON;public;121.6
2017-2018;VERSAILLES;091;ESSONNE;0910072J;ECOLE PRIMAIRE HENRI LE COCQ;91106;BREUX JOUY;public;121.3
2017-2018;VERSAILLES;091;ESSONNE;0910083W;ECOLE PRIMAIRE LA REMARDE;91630;LE VAL SAINT GERMAIN;public;139.2
2017-2018;VERSAILLES;091;ESSONNE;0910110A;ECOLE ELEMENTAIRE RENE DESCARTES;91463;ONCY SUR ECOLE;public;121.4
2017-2018;VERSAILLES;091;ESSONNE;0910113D;ECOLE PRIMAIRE LES DEUX TERTRES;91599;SOISY SUR ECOLE;public;122.0
2017-2018;VERSAILLES;091;ESSONNE;0910115F;ECOLE ELEMENTAIRE ECOLE PUBLIQUE;91629;VALPUISEAUX;public;115.6
2017-2018;VERSAILLES;091;ESSONNE;0910131Y;ECOLE ELEMENTAIRE FREDERIC JOLIOT CURIE;91511;PUSSAY;public;99.8
2017-2018;VERSAILLES;091;ESSONNE;0910143L;ECOLE ELEMENTAIRE ANNE FRANK;91080;BOISSY LE CUTTE;public;108.9
2017-2018;VERSAILLES;091;ESSONNE;0910152W;ECOLE PRIMAIRE GABRIEL BOLIFRAUD;91132;CHAMARANDE;public;120.1
2017-2018;VERSAILLES;091;ESSONNE;0910154Y;ECOLE PRIMAIRE LES FRERES LUMIERE;91198;D HUISON LONGUEVILLE;public;113.4
2017-2018;VERSAILLES;091;ESSONNE;0910155Z;ECOLE ELEMENTAIRE LE MESNIL RACOIN;91671;VILLENEUVE SUR AUVERS;public;124.5
2017-2018;VERSAILLES;091;ESSONNE;0910161F;ECOLE PRIMAIRE MONTGOLFIER;91412;MONDEVILLE;public;117.4
2017-2018;VERSAILLES;091;ESSONNE;0910175W;ECOLE ELEMENTAIRE HELENE BOUCHER;91223;ETAMPES;public;108.0
2018-2019;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0130295A;ECOLE ELEMENTAIRE LA POUNCHE;13002;ALLAUCH;public;120.4
2018-2019;BESANCON;025;DOUBS;0251306J;ECOLE ELEMENTAIRE VAUTHIER;25462;PONTARLIER;public;96.2
2018-2019;BESANCON;025;DOUBS;0251334P;ECOLE ELEMENTAIRE CENTRE;25411;MORTEAU;public;89.5
2018-2019;BESANCON;025;DOUBS;0251621B;ECOLE PRIMAIRE;25285;GRAND COMBE CHATELEU;public;110.0
2018-2019;BESANCON;025;DOUBS;0251646D;ECOLE PRIMAIRE;25429;NOVILLARS;public;97.7
2018-2019;GRENOBLE;026;DROME;0260410E;ECOLE PRIMAIRE ROBERT GOULET;26312;SAINT MARCEL LES SAUZET;public;110.4
2018-2019;GRENOBLE;026;DROME;0260436H;ECOLE PUBLIQUE ST SORLIN EN VALLOIRE;26330;SAINT SORLIN EN VALLOIRE;public;101.3
2018-2019;GRENOBLE;026;DROME;0260448W;ECOLE PUBLIQUE SAOU;26336;SAOU;public;118.0
2018-2019;GRENOBLE;026;DROME;0260559S;ECOLE PRIMAIRE BARBIERES;26023;BARBIERES;public;107.4
2018-2019;GRENOBLE;026;DROME;0260584U;ECOLE FREDERIC PARADIS;26045;LA BEGUDE DE MAZENC;public;114.4
2018-2019;GRENOBLE;026;DROME;0260593D;ECOLE BONLIEU SUR ROUBION;26052;BONLIEU SUR ROUBION;public;112.1
2018-2019;GRENOBLE;026;DROME;0260952U;ECOLE PUBLIQUE ARMAILLER;26058;BOURG LES VALENCE;public;102.6
2018-2019;GRENOBLE;026;DROME;0260956Y;ECOLE PRIMAIRE G ET R BOURG;26118;EPINOUZE;public;100.5
2018-2019;GRENOBLE;026;DROME;0260969M;ECOLE PUBLIQUE JEAN ROSTAND;26281;ROMANS SUR ISERE;public;100.7
2018-2019;GRENOBLE;026;DROME;0261191D;ECOLE PRIMAIRE LES ALLEES;26198;MONTELIMAR;public;87.1
2018-2019;GRENOBLE;026;DROME;0261204T;ECOLE PRIMAIRE VILLAGE;26124;ETOILE SUR RHONE;public;114.1
2018-2019;GRENOBLE;026;DROME;0261214D;ECOLE PRIMAIRE PLEIN SOLEIL;26324;SAINT PAUL TROIS CHATEAUX;public;106.8
2018-2019;ROUEN;027;EURE;0270258J;ECOLE PRIMAIRE;27516;SAINT AUBIN LE VERTUEUX;public;101.5
2018-2019;ROUEN;027;EURE;0270274B;ECOLE PRIMAIRE;27113;BRETIGNY;public;77.6
2018-2019;MONTPELLIER;034;HERAULT;0340213X;ECOLE ELEMENTAIRE MAIRAN;34032;BEZIERS;public;66.3
2018-2019;MONTPELLIER;034;HERAULT;0340237Y;ECOLE PRIMAIRE;34033;BOISSERON;public;117.7
2018-2019;MONTPELLIER;034;HERAULT;0340283Y;ECOLE PRIMAIRE;34064;LE CAYLAR;public;94.9
2018-2019;MONTPELLIER;034;HERAULT;0340294K;ECOLE ELEMENTAIRE LES OLIVIERS;34074;CESSENON SUR ORB;public;103.5
2018-2019;MONTPELLIER;034;HERAULT;0340304W;ECOLE ELEMENTAIRE JEAN ROSTAND;34079;CLERMONT L HERAULT;public;93.2
2018-2019;MONTPELLIER;034;HERAULT;0340334D;ECOLE PRIMAIRE;34097;FELINES MINERVOIS;public;120.5
2018-2019;MONTPELLIER;034;HERAULT;0340360G;ECOLE ELEMENTAIRE HAROUN TAZIEFF;34113;GIGEAN;public;104.9
2018-2019;MONTPELLIER;034;HERAULT;0340383G;ECOLE ELEMENTAIRE GEORGES LIS;34127;LANSARGUES;public;111.8
2018-2019;MONTPELLIER;034;HERAULT;0340409K;ECOLE ELEMENTAIRE PROSPER GELY;34142;LODEVE;public;82.2
2018-2019;MONTPELLIER;034;HERAULT;0340427E;ECOLE PRIMAIRE;34149;MARGON;public;102.8
2018-2019;MONTPELLIER;034;HERAULT;0340438S;ECOLE ELEMENTAIRE ALBERT CAMUS;34154;MAUGUIO;public;113.4
2018-2019;MONTPELLIER;034;HERAULT;0340460R;ECOLE PRIMAIRE CHARLES PERRAULT;34164;MONTAUD;public;130.4
2018-2019;MONTPELLIER;034;HERAULT;0340503M;ECOLE ELEMENTAIRE MADAME DE SEVIGNE;34172;MONTPELLIER;public;99.6
2018-2019;MONTPELLIER;034;HERAULT;0340520F;ECOLE ELEMENTAIRE FREDERIC BAZILLE;34172;MONTPELLIER;public;56.1
2018-2019;MONTPELLIER;034;HERAULT;0340570K;ECOLE PRIMAIRE MOLIERE;34184;NIZAS;public;106.7
2018-2019;MONTPELLIER;034;HERAULT;0340616K;ECOLE ELEMENTAIRE LES BAUX;34213;POUSSAN;public;111.0
2018-2019;MONTPELLIER;034;HERAULT;0340630A;ECOLE PRIMAIRE;34223;PUIMISSON;public;118.2
2018-2019;MONTPELLIER;034;HERAULT;0340655C;ECOLE PRIMAIRE LUCIE AUBRAC;34237;ROUJAN;public;100.9
2018-2019;MONTPELLIER;034;HERAULT;0340706H;ECOLE ELEMENTAIRE MARCEL PAGNOL;34272;SAINT JUST;public;110.0
2018-2019;MONTPELLIER;034;HERAULT;0340731K;ECOLE ELEMENTAIRE LEONCE RUFFIE;34289;SAINT THIBERY;public;92.5
2018-2019;MONTPELLIER;034;HERAULT;0340746B;ECOLE ELEMENTAIRE PAUL BERT;34299;SERIGNAN;public;102.6
2018-2019;MONTPELLIER;034;HERAULT;0340750F;ECOLE ELEMENTAIRE JULES FERRY;34300;SERVIAN;public;98.8
2018-2019;MONTPELLIER;034;HERAULT;0340784T;ECOLE ELEMENTAIRE JULES FERRY;34309;TEYRAN;public;125.8
2018-2019;MONTPELLIER;034;HERAULT;0340805R;ECOLE PRIMAIRE;34325;VALROS;public;103.8
2018-2019;MONTPELLIER;034;HERAULT;0340809V;ECOLE PRIMAIRE;34328;VENDEMIAN;public;118.4
2018-2019;MONTPELLIER;034;HERAULT;0340810W;ECOLE ELEMENTAIRE;34329;VENDRES;public;102.1
2018-2019;MONTPELLIER;034;HERAULT;0340819F;ECOLE PRIMAIRE;34335;VILLEMAGNE L ARGENTIERE;public;117.1
2018-2019;MONTPELLIER;034;HERAULT;0340843G;ECOLE ELEMENTAIRE JEAN MERMOZ;34172;MONTPELLIER;public;111.0
2018-2019;MONTPELLIER;034;HERAULT;0341037T;ECOLE ELEMENTAIRE LOUIS PRUNET;34310;THEZAN LES BEZIERS;public;101.0
2018-2019;MONTPELLIER;034;HERAULT;0341070D;ECOLE ELEMENTAIRE LES TAMARIS;34032;BEZIERS;public;75.6
2018-2019;MONTPELLIER;034;HERAULT;0341118F;ECOLE PRIMAIRE;34264;SAINT JEAN DE BUEGES;public;110.2
2018-2019;MONTPELLIER;034;HERAULT;0341122K;ECOLE PRIMAIRE;34041;BRIGNAC;public;96.2
2018-2019;MONTPELLIER;034;HERAULT;0341160B;ECOLE PRIMAIRE PRIVEE FENELON;34032;BEZIERS;privé sous contrat;115.1
2018-2019;MONTPELLIER;034;HERAULT;0341172P;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;34058;CASTRIES;privé sous contrat;126.7
2018-2019;MONTPELLIER;034;HERAULT;0341179X;ECOLE PRIMAIRE PRIVEE SAINT JACQUES;34095;FABREGUES;privé sous contrat;113.7
2018-2019;MONTPELLIER;034;HERAULT;0341183B;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE GRACE;34114;GIGNAC;privé sous contrat;121.7
2018-2019;MONTPELLIER;034;HERAULT;0341185D;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;34142;LODEVE;privé sous contrat;102.7
2018-2019;MONTPELLIER;034;HERAULT;0341189H;ECOLE PRIMAIRE PRIVEE NOTRE DAME;34154;MAUGUIO;privé sous contrat;123.4
2018-2019;MONTPELLIER;034;HERAULT;0341206B;ECOLE PRIMAIRE PRIVEE SAINTE EMILIE;34172;MONTPELLIER;privé sous contrat;110.3
2018-2019;MONTPELLIER;034;HERAULT;0341209E;ECOLE PRIMAIRE PRIVEE LES JONQUILLES LA SALLE;34172;MONTPELLIER;privé sous contrat;123.0
2018-2019;MONTPELLIER;034;HERAULT;0341229B;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;34239;SAINT ANDRE DE SANGONIS;privé sous contrat;98.4
2018-2019;MONTPELLIER;034;HERAULT;0341234G;ECOLE PRIMAIRE PRIVEE SAINT JEAN BAPTISTE;34270;SAINT JEAN DE VEDAS;privé sous contrat;132.1
2018-2019;MONTPELLIER;034;HERAULT;0341251A;ECOLE PRIMAIRE LA SALSEPAREILLE;34136;LEZIGNAN LA CEBE;public;100.5
2018-2019;MONTPELLIER;034;HERAULT;0341252B;ECOLE ELEMENTAIRE JEAN MOULIN;34140;LIGNAN SUR ORB;public;102.2
2018-2019;MONTPELLIER;034;HERAULT;0341295Y;ECOLE PRIMAIRE;34103;FONTES;public;99.5
2018-2019;MONTPELLIER;034;HERAULT;0341340X;ECOLE PRIMAIRE;34119;HEREPIAN;public;98.0
2018-2019;MONTPELLIER;034;HERAULT;0341345C;ECOLE ELEMENTAIRE;34155;MAUREILHAN;public;102.7
2018-2019;MONTPELLIER;034;HERAULT;0341346D;ECOLE ELEMENTAIRE VALFALIS;34165;MONTBAZIN;public;113.7
2018-2019;MONTPELLIER;034;HERAULT;0341347E;ECOLE ELEMENTAIRE PAUL PAINLEVE;34172;MONTPELLIER;public;107.7
2018-2019;MONTPELLIER;034;HERAULT;0341352K;ECOLE PRIMAIRE;34203;PINET;public;90.9
